"area","epiweek","date","Ratio","omicron_Rt","delta_Rt","delta_cases","omicron_cases","omicron_proportion","temperature","relative_humidity","specific_humidity","uv","precipitation","Pop_density","Population","first_dose","second_dose","third_dose","full_vax_rate","stringency","gov_response","containment_health","economic_support"
"Leicester, Leicestershire and Rutland",48,2021-12-01,7.53991872400748,6.58955823296371,0.909128418828541,1986,37,0.0182896688086999,5.290494288717,85.5555659702846,0.00466239000005381,11274.7901785714,9.78832315792845e-05,532.364624023438,1100306,826944,757326,325763,0.296065821689603,23.15,34.9,36.31,25
"Leicester, Leicestershire and Rutland",49,2021-12-08,5.27035519727184,2.00250288042334,0.342285934120571,2401,312,0.115001842978253,6.35420336042132,86.941276550293,0.00499320662181292,7839.42145647321,0.000133115832276027,532.364624023438,1100306,829681,761359,381569,0.346784439964883,23.15,34.9,36.31,25
"Leicester, Leicestershire and Rutland",50,2021-12-15,4.83115977928213,1.08906708096841,0.226988229276925,2228,3306,0.597397903867004,7.6090372630528,92.1326392037528,0.00604517551671181,7057.97223772321,2.18792048290847e-05,532.364624023438,1100306,833367,765901,473611,0.430435715155602,35.45,41.8157142857143,44.2185714285714,25
"Lincolnshire",47,2021-11-24,4.17810271465746,4.40261638473902,1.64899605074295,128,0,0,4.67904652867998,78.849252973284,0.00418429731923555,13464.7045898438,6.50357326727707e-05,143.554931640625,761224,595862,550795,228621,0.300333410402194,23.15,34.3357142857143,35.6742857142857,25
"Lincolnshire",48,2021-12-01,7.69222117400922,4.41589581056537,0.591658865328958,1640,15,0.00906344410876133,5.32283747196198,83.658207484654,0.00466786504590086,10488.9957449777,0.000109346578418419,143.554931640625,761224,596976,553359,264944,0.348049982659506,23.15,34.9,36.31,25
"Lincolnshire",49,2021-12-08,6.08137178886539,2.55655337754104,0.42206816147333,2050,127,0.0583371612310519,6.09575200080872,85.5729130336216,0.00495689807991896,7479.87513950893,0.00013115941068723,143.554931640625,761224,598273,555956,305346,0.401125030214497,23.15,34.9,36.31,25
"Lincolnshire",50,2021-12-15,4.44800816790456,1.42008126099777,0.322038863105026,1170,897,0.433962264150943,7.41843223571777,91.2378104073661,0.00589875344719206,7205.69458007812,3.55095459789417e-05,143.554931640625,761224,599735,558746,380043,0.499252519626286,35.45,41.8157142857143,44.2185714285714,25
"Mid and South Essex",47,2021-11-24,7.95712489260573,5.76201688093199,1.19096411451676,370,8,0.0211640211640212,4.66960307529994,80.9434836251395,0.00426775286905468,14865.5686383929,4.88237863022053e-05,612.018493652344,1195348,881448,808948,330103,0.276156399642615,23.15,34.3357142857143,35.6742857142857,25
"Mid and South Essex",48,2021-12-01,6.6264246112761,4.41212047090884,0.700485817432839,3163,69,0.0213490099009901,5.37131873198918,84.4088952200753,0.00472764544455068,11921.1779436384,7.73187799398199e-05,612.018493652344,1195348,883845,812817,379614,0.317576136823753,23.15,34.9,36.31,25
"Mid and South Essex",49,2021-12-08,4.83070957863894,1.72911324479364,0.344809498439439,2956,834,0.220052770448549,6.38148852757045,84.2743595668248,0.00498673086985946,10598.6810825893,0.000192286834914869,612.018493652344,1195348,886119,816469,434726,0.36368153876528,23.15,34.9,36.31,25
"Mid and South Essex",50,2021-12-15,3.62595057879479,0.847323728620559,0.232987071857516,1910,4202,0.6875,7.91423061915806,91.1057499476841,0.00607632153800556,8297.88846261161,1.05484300547687e-05,612.018493652344,1195348,889606,821401,531532,0.444667159689061,35.45,41.8157142857143,44.2185714285714,25
"Norfolk and Waveney Health and Care Partnership",47,2021-11-24,5.19327332346917,2.9791237674732,1.11096261455998,93,0,0,5.55408293860299,80.1907751900809,0.00447517440521291,13616.2075892857,8.68019874035651e-05,176.753829956055,1032491,724480,670355,282980,0.274075028256905,23.15,34.3357142857143,35.6742857142857,25
"Norfolk and Waveney Health and Care Partnership",48,2021-12-01,25.1964945068802,3.19881022336619,0.141099018959924,1051,7,0.00661625708884688,5.75383356639317,84.7554484776088,0.00485665776899883,10144.6336495536,0.000125787163727052,176.753829956055,1032491,726167,673017,325354,0.315115579699968,23.15,34.9,36.31,25
"Norfolk and Waveney Health and Care Partnership",49,2021-12-08,27.7973836927633,2.85091396630895,0.105738685780902,1060,144,0.119601328903654,6.15475048337664,84.9041104997907,0.00499101515327181,8159.88023158482,0.000191817259682076,176.753829956055,1032491,727541,675575,370166,0.358517410805518,23.15,34.9,36.31,25
"Norfolk and Waveney Health and Care Partnership",50,2021-12-15,3.7277141362496,0.352731281184083,0.0907021246729815,120,107,0.47136563876652,7.75645208358765,90.7058323451451,0.00598533325163381,8025.52748325893,2.07694804755322e-05,176.753829956055,1032491,729484,679338,458921,0.444479419191063,35.45,41.8157142857143,44.2185714285714,25
"North London Partners in Health and Care",47,2021-11-24,8.90044119368182,8.29643292443987,1.4664768208034,133,1,0.00746268656716418,4.31481451647622,81.3991274152483,0.00421218028558152,15171.6781529018,5.18152825017231e-05,6069.93603515625,1510806,988055,890650,290567,0.192325818139457,23.15,34.3357142857143,35.6742857142857,25
"North London Partners in Health and Care",48,2021-12-01,7.44674817988332,5.25050029223586,0.717576944277862,1625,56,0.033313503866746,5.35425744737898,85.0268064226423,0.00474529606955392,11923.3424944196,7.46758644579261e-05,6069.93603515625,1510806,992186,896248,333417,0.220688162477512,23.15,34.9,36.31,25
"North London Partners in Health and Care",49,2021-12-08,3.00254495458859,1.30750327434721,0.411193810942931,1721,1131,0.39656381486676,6.46482937676566,84.2436654227121,0.00498477495940668,9635.01576450893,0.000157600269241292,6069.93603515625,1510806,996085,901506,388927,0.257430139938549,23.15,34.9,36.31,25
"North London Partners in Health and Care",50,2021-12-15,2.80453323416125,0.715349838172509,0.257269302026836,1182,6418,0.844473684210526,7.92531285967146,91.7310496738979,0.00612926689375724,7995.50446428571,7.5175711182445e-06,6069.93603515625,1510806,1002610,907634,497328,0.329180583079495,35.45,41.8157142857143,44.2185714285714,25
"North West London Health and Care Partnership",47,2021-11-24,6.82708760828665,6.5879877233856,1.60523814694414,127,4,0.0305343511450382,4.28924790450505,81.3192051478795,0.00420166452282241,15381.641671317,5.58667640331935e-05,3484.11572265625,2103719,1509992,1353100,440433,0.209359234764719,23.15,34.3357142857143,35.6742857142857,25
"North West London Health and Care Partnership",48,2021-12-01,6.86782289156159,5.25194364299642,0.77045085026393,1828,69,0.0363732208750659,5.40368786028453,85.0819277082171,0.00476764910854399,12260.580078125,7.28969534975477e-05,3484.11572265625,2103719,1516557,1362459,501824,0.238541364127053,23.15,34.9,36.31,25
"North West London Health and Care Partnership",49,2021-12-08,2.96586498518526,1.57810744706594,0.503107396888495,2127,946,0.307842499186463,6.55293553216117,84.0163803100586,0.0050058603020651,9680.47147042411,0.000148814308236719,3484.11572265625,2103719,1522939,1370704,575547,0.273585493119566,23.15,34.9,36.31,25
"North West London Health and Care Partnership",50,2021-12-15,2.68902027630108,1.06387646780198,0.395214871337201,1566,5989,0.79272005294507,7.94103581564767,91.740711757115,0.00613827151911599,8141.04931640625,7.48102333350939e-06,3484.11572265625,2103719,1533738,1380378,725713,0.344966699449879,35.45,41.8157142857143,44.2185714285714,25
"Northamptonshire",47,2021-11-24,3.21466677188108,3.3647109920491,1.47272874854425,159,5,0.0304878048780488,4.17884256158556,81.0709511893136,0.00414648409267621,14615.07421875,6.0581102225145e-05,380.025573730469,706015,490937,448398,171581,0.243027414431705,23.15,34.3357142857143,35.6742857142857,25
"Northamptonshire",48,2021-12-01,5.36859232638179,3.34211128682466,0.634292753553584,1610,79,0.0467732386027235,5.33926473345075,85.6880776541574,0.0046883483217763,11849.965750558,9.0847636877405e-05,380.025573730469,706015,492847,451299,196958,0.278971409955879,23.15,34.9,36.31,25
"Northamptonshire",49,2021-12-08,5.76945415767894,2.2879538625428,0.396640394007963,1809,286,0.136515513126492,6.37504492487226,86.2288654872349,0.00496435438149742,8163.33649553571,0.000135925298049447,380.025573730469,706015,494361,453775,232790,0.329723872722251,23.15,34.9,36.31,25
"Northamptonshire",50,2021-12-15,3.61051414390186,1.00957800341729,0.277844690991984,1126,1213,0.518597691321077,7.82924580574036,91.8615526471819,0.00612016421343599,7415.84354073661,1.38319751386007e-05,380.025573730469,706015,496445,456562,295373,0.418366465301729,35.45,41.8157142857143,44.2185714285714,25
"Nottingham and Nottinghamshire Health and Care",47,2021-11-24,5.35529118050258,6.41216971250768,1.55880320111181,196,3,0.0150753768844221,4.35384541111333,78.2842581612723,0.0040758633320885,14264.4412667411,7.13776514805277e-05,622.113159179688,1043665,756860,692478,256097,0.245382378445191,23.15,34.3357142857143,35.6742857142857,25
"Nottingham and Nottinghamshire Health and Care",48,2021-12-01,6.3075543242223,6.43033486321469,1.04976724493469,1788,31,0.017042330951072,5.30918160506657,83.7567770821708,0.00463569247429924,10628.5099748884,0.000104907160578348,622.113159179688,1043665,759114,695978,299778,0.287235846751592,23.15,34.9,36.31,25
"Nottingham and Nottinghamshire Health and Care",49,2021-12-08,3.17022722245044,1.53449099010804,0.415738194835208,1995,493,0.198151125401929,6.35798978805542,86.0125972202846,0.00501507420891098,7548.47056361607,0.000118301049302058,622.113159179688,1043665,761252,699617,347726,0.333177791724356,23.15,34.9,36.31,25
"Nottingham and Nottinghamshire Health and Care",50,2021-12-15,3.68072497678813,0.947016698884137,0.259127246277992,2148,4336,0.668723010487353,7.29511461939131,91.1238719395229,0.00587861326390079,6834.2451171875,4.78658392535993e-05,622.113159179688,1043665,764258,703965,425966,0.408144375829409,35.45,41.8157142857143,44.2185714285714,25
"Our Healthier South East London",47,2021-11-24,8.29320661015787,7.69581699504487,1.44558880771903,246,5,0.0199203187250996,4.3587646484375,81.2952346801758,0.0042165934573859,15551.3517717634,3.84340424984332e-05,3102.67431640625,1819271,1252826,1141320,358336,0.196966807034246,23.15,34.3357142857143,35.6742857142857,25
"Our Healthier South East London",48,2021-12-01,6.90101152156733,4.69879121700269,0.691640973872006,2486,139,0.052952380952381,5.35875460931233,85.1104714529855,0.00476152622806174,12132.3650251116,7.08071732528229e-05,3102.67431640625,1819271,1257666,1147992,413950,0.227536194442719,23.15,34.9,36.31,25
"Our Healthier South East London",49,2021-12-08,2.84174985122438,1.12958345090897,0.368613995674526,2773,2072,0.42765737874097,6.53397451128278,84.121711730957,0.00500970599906785,10290.0611049107,0.000173839535429059,3102.67431640625,1819271,1262543,1154209,489005,0.268791730313955,23.15,34.9,36.31,25
"Our Healthier South East London",50,2021-12-15,2.89947206484746,0.723507803193166,0.25074369754289,1805,10024,0.847408910305182,7.91598817280361,91.961434500558,0.00613434426486492,8436.78731863839,7.04899062904068e-06,3102.67431640625,1819271,1270029,1161131,641692,0.352719303501238,35.45,41.8157142857143,44.2185714285714,25
"Shropshire and Telford and Wrekin",47,2021-11-24,4.67972314160736,3.70556871952777,1.11126323929778,171,1,0.00581395348837209,4.53351790564401,82.2765666416713,0.00426322328192847,14473.4534040179,8.26077587378547e-05,138.052093505859,502990,392008,359222,166338,0.330698423427901,23.15,34.3357142857143,35.6742857142857,25
"Shropshire and Telford and Wrekin",48,2021-12-01,5.42089268240609,4.47319346096266,0.857965751443399,1651,23,0.0137395459976105,5.94930829320635,84.7296469552176,0.00474912869477911,11237.1407645089,0.000100435031397085,138.052093505859,502990,392777,360788,189252,0.37625400107358,23.15,34.9,36.31,25
"Shropshire and Telford and Wrekin",49,2021-12-08,7.44511225256355,3.1082120225534,0.421969274917742,1077,88,0.0755364806866953,7.00607919692993,85.2915093558175,0.0050886446344001,7819.99874441964,0.000190320499573967,138.052093505859,502990,393608,362284,215692,0.428819658442514,23.15,34.9,36.31,25
"Shropshire and Telford and Wrekin",50,2021-12-15,5.05601001993191,1.24724493781904,0.239977229830383,1082,781,0.419216317767042,7.29227474757603,92.2633078438895,0.00593814772686788,7539.2276436942,6.45512549389033e-05,138.052093505859,502990,395235,364631,262569,0.522016342273206,35.45,41.8157142857143,44.2185714285714,25
"Somerset",47,2021-11-24,2.81104955024246,3.2165444082096,1.40039250636991,29,0,0,5.00030377932957,79.2221450805664,0.00430161695528243,17280.0510602679,3.26492493546279e-05,210.395034790039,562225,453360,418885,179617,0.319475299035084,23.15,34.3357142857143,35.6742857142857,25
"Somerset",48,2021-12-01,5.00444391413369,3.38312928339122,0.687550248888288,674,14,0.0203488372093023,6.70386852536883,82.9442825317383,0.00506011027443622,14616.7010323661,7.84417472914356e-05,210.395034790039,562225,454301,420672,205490,0.365494241629241,23.15,34.9,36.31,25
"Somerset",49,2021-12-08,5.33826660072399,2.44106151498157,0.455668191752904,436,47,0.0973084886128364,7.96872888292585,79.7587563650949,0.00522833989400949,9023.73402622768,0.00012670058367803,210.395034790039,562225,455272,422503,233430,0.415189648272489,23.15,34.9,36.31,25
"Somerset",50,2021-12-15,3.55171489285429,1.22915825491074,0.340655103282128,363,305,0.456586826347305,8.10083675384521,91.227039882115,0.00620335839422686,9572.61502511161,1.0763416932085e-05,210.395034790039,562225,456741,424904,286250,0.509137800702566,35.45,41.8157142857143,44.2185714285714,25
"South West London Health and Care Partnership",47,2021-11-24,7.50164584295065,7.47101560314787,1.636484119036,94,3,0.0309278350515464,4.30506917408534,81.2256556919643,0.00420481774822942,15630.4836774554,4.70979254194909e-05,4533.85009765625,1504810,1086853,990317,336476,0.22360032163529,23.15,34.3357142857143,35.6742857142857,25
"South West London Health and Care Partnership",48,2021-12-01,7.29944207471878,4.88580573621767,0.670074564742587,1479,46,0.0301639344262295,5.38673949241638,85.2016895839146,0.00477017728345735,12362.6157226562,6.92889150611466e-05,4533.85009765625,1504810,1090559,996682,385942,0.256472245665566,23.15,34.9,36.31,25
"South West London Health and Care Partnership",49,2021-12-08,2.99508576947895,1.3918555696956,0.454056935351509,1732,883,0.337667304015296,6.58034406389509,84.0725326538086,0.00501746311783791,10081.3920200893,0.000160986450542363,4533.85009765625,1504810,1094154,1001644,452212,0.300511027970309,23.15,34.9,36.31,25
"South West London Health and Care Partnership",50,2021-12-15,3.2175422881443,0.939836021779112,0.295871217405032,1100,4782,0.81298877932676,7.93231725692749,91.9807444981166,0.0061517059803009,8445.3447265625,7.4341191163642e-06,4533.85009765625,1504810,1099825,1007518,586961,0.390056551989952,35.45,41.8157142857143,44.2185714285714,25
"South Yorkshire and Bassetlaw",47,2021-11-24,7.42342848134418,4.00514185817699,1.10883730846077,434,9,0.0203160270880361,4.36040302259581,78.711538042341,0.00404603160651667,13702.27734375,8.36751685621298e-05,634.950988769531,1526479,1114300,1019090,408110,0.267353825371983,23.15,34.3357142857143,35.6742857142857,25
"South Yorkshire and Bassetlaw",48,2021-12-01,8.01371368871012,6.97473385536864,0.898754747071952,4154,50,0.0118934348239772,5.4613082408905,84.1046077183315,0.00462433941928404,9795.60993303571,0.00012935529587464,634.950988769531,1526479,1117877,1023739,470032,0.307919073894891,23.15,34.9,36.31,25
"South Yorkshire and Bassetlaw",49,2021-12-08,5.19863515353369,2.59542739395399,0.462466186445206,3570,293,0.0758477866942791,6.52128641945975,86.8404519217355,0.00502882645066295,6888.06361607143,0.000126036647998262,634.950988769531,1526479,1120835,1028490,539957,0.353727106629046,23.15,34.9,36.31,25
"South Yorkshire and Bassetlaw",50,2021-12-15,3.62249667711934,1.68468680092979,0.475174788531533,2824,3732,0.569249542403905,6.95884149415152,89.8434611729213,0.00560789495440466,6782.60267857143,5.93145763799287e-05,634.950988769531,1526479,1125627,1034797,672455,0.440526859524435,35.45,41.8157142857143,44.2185714285714,25
"Staffordshire and Stoke on Trent",47,2021-11-24,9.31339117655091,4.06414611626692,1.11354865922672,258,4,0.0152671755725191,4.06029903037207,83.5600662231445,0.00418568159719663,14188.4852120536,0.000102993632355362,611.01171875,1135935,867347,797933,344206,0.303015577475824,23.15,34.3357142857143,35.6742857142857,25
"Staffordshire and Stoke on Trent",48,2021-12-01,7.8577103307613,4.09279414002824,0.551131452397641,3208,32,0.00987654320987654,5.49077572141375,87.1888471330915,0.00468531031427639,10626.1120256696,0.0001536749263583,611.01171875,1135935,870412,801329,393374,0.346299744263536,23.15,34.9,36.31,25
"Staffordshire and Stoke on Trent",49,2021-12-08,5.28595932092659,2.94233877552319,0.574055530077309,2681,275,0.0930311231393775,6.63754115785871,88.2992488316127,0.00508765550330281,7362.69761439732,0.000179244172094124,611.01171875,1135935,872945,805607,452349,0.398217327575962,23.15,34.9,36.31,25
"Staffordshire and Stoke on Trent",50,2021-12-15,4.5957648102171,1.29400916613619,0.277695343367985,1228,1447,0.540934579439252,7.21213906151908,92.402095249721,0.00588813903076308,6985.08154296875,6.69030580857972e-05,611.01171875,1135935,876147,810548,545814,0.48049756368102,35.45,41.8157142857143,44.2185714285714,25
"Suffolk and North East Essex",47,2021-11-24,5.08439306236188,3.65396841497919,1.3068822237647,175,2,0.0112994350282486,5.05251554080418,81.2248960222517,0.00437710570570614,14016.575125558,5.66040292012206e-05,237.883941650391,977887,854964,789146,347256,0.355108514582973,23.15,34.3357142857143,35.6742857142857,25
"Suffolk and North East Essex",48,2021-12-01,8.83535303817533,2.85437311377047,0.328599256440751,1869,20,0.0105876124933827,5.40363320282527,85.2262257167271,0.00478162539989821,11050.3205217634,9.04977928907361e-05,237.883941650391,977887,857115,792066,400737,0.40979888269299,23.15,34.9,36.31,25
"Suffolk and North East Essex",49,2021-12-08,6.58020082440537,2.26273309291424,0.351336886498922,2003,311,0.134399308556612,6.19499117987497,84.9501168387277,0.0049901008605957,9576.79534040179,0.000216170745261479,237.883941650391,977887,859211,795481,455628,0.465931135192512,23.15,34.9,36.31,25
"Suffolk and North East Essex",50,2021-12-15,3.47846871014966,1.09425224367467,0.313916601486725,626,609,0.493117408906883,7.88083675929478,90.5499540056501,0.00602482152836663,7950.40025111607,1.5495304588902e-05,237.883941650391,977887,862071,800650,553888,0.566413092719302,35.45,41.8157142857143,44.2185714285714,25
"Surrey Heartlands",47,2021-11-24,5.93725258183006,4.91599742184551,1.3459657094344,63,1,0.015625,4.27678979294641,80.9904272896903,0.00418326800822147,16073.810546875,5.05141827237107e-05,1334.5263671875,806706,857664,788923,323752,0.401325885762595,23.15,34.3357142857143,35.6742857142857,25
"Surrey Heartlands",48,2021-12-01,7.80563415080726,4.06576553987854,0.519302988016227,970,14,0.0142276422764228,5.46979331970215,84.9652731759208,0.00478581379034689,13051.6771065848,6.48013471931108e-05,1334.5263671875,806706,860645,793568,373374,0.462837762456211,23.15,34.9,36.31,25
"Surrey Heartlands",49,2021-12-08,3.66034366863001,1.70050267986926,0.481033130810843,892,181,0.168685927306617,6.76055567605155,83.784432547433,0.00505650329536625,10256.7750418527,0.000165401180181237,1334.5263671875,806706,863653,797417,428562,0.53124930271995,23.15,34.9,36.31,25
"Surrey Heartlands",50,2021-12-15,3.78015993369623,1.42580147212794,0.376671653482317,449,1097,0.709573091849935,7.95695338930402,91.9174466814314,0.00616695545613766,8819.99483816964,6.87518922859454e-06,1334.5263671875,806706,867426,801556,527126,0.653430122002316,35.45,41.8157142857143,44.2185714285714,25
"Sussex and East Surrey",47,2021-11-24,6.29676019831198,5.00082471461465,1.28940890128491,142,2,0.0138888888888889,4.95314679827009,77.8523352486747,0.00419805983879736,16746.5072544643,3.82239020625873e-05,486.284942626953,1874597,1329079,1224043,506190,0.270026037596347,23.15,34.3357142857143,35.6742857142857,25
"Sussex and East Surrey",48,2021-12-01,7.4367001595857,5.04527346823087,0.696314633468446,1906,20,0.0103842159916926,6.02196066720145,82.5910372052874,0.00486764794082514,13674.7383510045,7.30205647211538e-05,486.284942626953,1874597,1332401,1229326,578753,0.308734624028525,23.15,34.9,36.31,25
"Sussex and East Surrey",49,2021-12-08,4.60441671755189,1.85793572918707,0.38266638907589,1527,211,0.121403912543153,7.32876593726022,81.5394624982561,0.00517901671784265,11135.6227678571,0.000197144339836086,486.284942626953,1874597,1335884,1234422,656747,0.350340366489437,23.15,34.9,36.31,25
"Sussex and East Surrey",50,2021-12-15,4.13628307416665,1.26366996547704,0.30510811598525,1200,1652,0.579242636746143,8.0020854813712,92.0273764474051,0.00618151808157563,9853.35065569196,1.18182123774854e-05,486.284942626953,1874597,1340741,1240779,797205,0.42526740414073,35.45,41.8157142857143,44.2185714285714,25
"The Black Country and West Birmingham",47,2021-11-24,5.76979359478493,4.18651717758186,1.25339900088173,141,2,0.013986013986014,4.15059969254902,82.253899710519,0.00420221659754004,14614.0904017857,8.60842839581924e-05,1513.19262695312,1769789,833023,753730,282243,0.159478333292839,23.15,34.3357142857143,35.6742857142857,25
"The Black Country and West Birmingham",48,2021-12-01,5.0354712629528,5.13265456974279,1.10018553973902,2030,46,0.0221579961464355,5.55234725134713,85.4736099243164,0.0047194401267916,11434.8215680804,0.000111015000324447,1513.19262695312,1769789,835934,758121,327904,0.185278584057196,23.15,34.9,36.31,25
"The Black Country and West Birmingham",49,2021-12-08,7.43217138215739,3.0746958094685,0.420464848400968,1599,235,0.128135223555071,6.62587411063058,86.3586643763951,0.00505385980276125,7755.37472098214,0.000162926151590779,1513.19262695312,1769789,838638,762289,377231,0.213150268195813,23.15,34.9,36.31,25
"The Black Country and West Birmingham",50,2021-12-15,4.39726646775554,0.950624619196422,0.205351454186157,1747,2061,0.541228991596639,7.53251910209656,92.390745980399,0.00605998833530715,7052.7412109375,3.14918644010374e-05,1513.19262695312,1769789,842778,767355,462214,0.261168986811422,35.45,41.8157142857143,44.2185714285714,25
"West Yorkshire and Harrogate (Health and Care Partnership)",47,2021-11-24,8.8168416116623,4.18933581602318,1.15464607803054,635,7,0.0109034267912773,4.00880677678755,82.8276628766741,0.00399690397482898,12978.7755301339,0.000148424634289768,696.902709960938,2521871,1715211,1556834,608359,0.24123319551238,23.15,34.3357142857143,35.6742857142857,25
"West Yorkshire and Harrogate (Health and Care Partnership)",48,2021-12-01,7.63682209506773,6.97275738201727,0.983250094091824,6469,77,0.0117629086465017,5.37770436491285,87.8792070661272,0.00459799609546151,8741.5615234375,0.000190554299738973,696.902709960938,2521871,1721253,1564805,690116,0.273652379522981,23.15,34.9,36.31,25
"West Yorkshire and Harrogate (Health and Care Partnership)",49,2021-12-08,6.0703938931906,2.69568371104412,0.415031429314326,6067,432,0.0664717648869057,6.49929707390921,90.5222996303013,0.00501504819840193,5687.06483677455,0.000163878211878909,696.902709960938,2521871,1726615,1572505,784438,0.311053975401597,23.15,34.9,36.31,25
"West Yorkshire and Harrogate (Health and Care Partnership)",50,2021-12-15,3.46647519299259,1.5837510205648,0.480922439408031,4625,5245,0.531408308004053,6.36164634568351,94.0756803240095,0.00543426629155874,6623.81815011161,4.23647161085228e-05,696.902709960938,2521871,1734242,1582337,964841,0.382589355284231,35.45,41.8157142857143,44.2185714285714,25
